1,1,0,0,0,120
2,1,0,0,0,120
3,1,0,0,0,120
4,1,0,0,0,120
5,1,0,0,1,120
6,1,0,0,1,120
7,1,1,1,1,120
8,1,1,1,1,107
1,2,0,0,0,120
2,2,0,0,0,120
3,2,0,0,0,120
4,2,0,0,1,120
5,2,0,0,1,120
6,2,1,0,1,120
7,2,1,1,1,120
8,2,1,1,1,120
1,3,0,0,0,120
2,3,0,0,0,120
3,3,0,0,1,120
4,3,0,0,1,120
5,3,1,0,1,120
6,3,1,0,1,120
7,3,1,1,1,120
8,3,1,1,1,120
1,4,0,0,0,120
2,4,0,0,1,120
3,4,1,0,1,120
4,4,1,0,1,120
5,4,1,0,1,120
6,4,1,0,1,120
7,4,1,0,1,120
8,4,2,1,2,120
1,5,0,0,1,120
2,5,1,1,1,120
3,5,1,0,1,120
4,5,1,0,1,120
5,5,1,0,1,120
6,5,1,0,1,120
7,5,2,0,2,120
8,5,2,2,2,120
1,6,0,0,1,120
2,6,1,1,1,120
3,6,1,0,1,120
4,6,1,0,1,120
5,6,1,0,1,120
6,6,2,0,2,120
7,6,2,0,2,120
8,6,2,2,3,120
1,7,1,1,1,120
2,7,1,1,1,120
3,7,1,0,1,120
4,7,1,0,1,120
5,7,2,0,2,120
6,7,2,0,2,120
7,7,3,0,3,120
8,7,3,2,3,120
1,8,1,1,1,120
2,8,1,0,1,120
3,8,1,0,1,120
4,8,2,0,2,120
5,8,2,0,2,120
6,8,3,0,3,120
7,8,3,0,3,120
8,8,3,2,3,120
1,9,1,1,1,120
2,9,1,1,1,120
3,9,1,0,1,120
4,9,2,0,2,120
5,9,3,0,3,120
6,9,3,0,3,120
7,9,3,0,3,120
8,9,3,2,3,120
1,10,1,1,1,120
2,10,1,1,1,120
3,10,2,0,2,120
4,10,2,0,2,120
5,10,3,0,3,120
6,10,3,0,3,120
7,10,3,0,3,120
8,10,4,3,5,120
1,11,1,1,1,120
2,11,1,0,1,120
3,11,2,0,2,120
4,11,2,0,3,120
5,11,3,0,3,120
6,11,3,0,3,120
7,11,3,0,3,120
8,11,4,3,5,120
1,12,1,1,1,120
2,12,1,1,1,120
3,12,2,0,2,120
4,12,3,0,3,120
5,12,3,0,3,120
6,12,3,0,3,120
7,12,4,0,5,120
8,12,5,3,5,120
1,13,1,1,1,120
2,13,1,0,1,120
3,13,2,0,2,120
4,13,3,0,3,120
5,13,3,0,3,120
6,13,3,0,3,120
7,13,4,0,5,120
8,13,5,3,5,120
1,14,1,1,1,120
2,14,1,0,1,120
3,14,2,0,2,120
4,14,3,0,3,120
5,14,3,0,3,120
6,14,3,0,3,120
7,14,4,0,5,120
8,14,5,3,5,120
1,15,1,1,1,120
2,15,1,1,1,120
3,15,2,0,2,120
4,15,2,0,3,120
5,15,3,0,3,120
6,15,3,0,3,120
7,15,4,0,5,120
8,15,5,3,5,120
1,16,1,1,1,120
2,16,1,1,1,120
3,16,2,0,2,120
4,16,2,0,2,120
5,16,3,0,3,120
6,16,3,0,3,120
7,16,3,2,3,120
8,16,4,3,5,120
1,17,1,1,1,120
2,17,1,1,1,120
3,17,2,0,2,120
4,17,2,0,2,120
5,17,3,0,3,120
6,17,3,0,3,120
7,17,3,2,3,120
8,17,3,2,3,120
1,18,1,1,1,120
2,18,1,0,1,120
3,18,1,0,1,120
4,18,2,0,2,120
5,18,2,0,2,120
6,18,3,0,3,120
7,18,3,2,3,120
8,18,3,2,3,120
1,19,1,1,1,120
2,19,1,0,1,120
3,19,1,0,1,120
4,19,1,0,1,120
5,19,2,0,2,120
6,19,2,0,2,120
7,19,3,0,3,120
8,19,3,2,3,120
1,20,0,0,1,120
2,20,1,0,1,120
3,20,1,0,1,120
4,20,1,0,1,120
5,20,2,0,2,120
6,20,2,0,2,120
7,20,2,0,2,120
8,20,3,2,3,120
